District_Key   , District       , Year_AD, Year_BS, Province              , Elevation_Min     , Elevation_Max    , Slope_Median      , Landform, Parent_Material, Dominant_Soil, area    , longitude, latitude, Potassium_mean   , Nitrogen_mean     , OrganicMatter_mean, Phosphorous_mean , pH_mean         , Barley_Area_Ha, Maize_Area_Ha, Millet_Area_Ha, Wheat_Area_Ha, Barley_Production_Mt, Maize_Production_Mt, Millet_Production_Mt, Wheat_Production_Mt, Barley_Yield_MtHa, Maize_Yield_MtHa, Millet_Yield_MtHa, Wheat_Yield_MtHa
RUKUMEAST      , RUKUMEAST      ,2023, 2079/80, Lumbini Province      ,951.950073242188,7058.1689453125,3066.55224609375, TM      , MA2            , LPi          ,1682.362,82.813,28.674,491.578161899247,0.160993484393413,3.12617651203588,173.980011387344,6.40898419498412, 448.0         , 5050.0       , 576.0         , 3250.0       , 672.0               , 14635.0            , 756.0               , 8775.0             , 1.5              , 2.9             , 1.31             , 2.7
RUKUMWEST      , RUKUMWEST      ,2023, 2079/80, Karnali Province      ,677.0,5860.443359375,1998.69909667969, TM      , MA2            , LPi          ,1213.417,82.462,28.739,442.381061568601,0.168704690963043,3.26718599998588,130.428036643991,6.66100726858075, 413.0         , 9913.0       , 466.0         , 9085.0       , 518.0               , 19959.0            , 633.0               , 21713.0            , 1.25             , 2.01            , 1.36             , 2.39
RUPANDEHI      , RUPANDEHI      ,2023, 2079/80, Lumbini Province      ,86.0,1142.05590820312,112.945381164551, TH      , SC2            , RGd          ,1304.709,83.392,27.576,115.936022249062,0.095442283175747,1.78915764793836,62.5443438893856,6.82489525902767, 70.0          , 2600.0       , 38.0          , 26702.0      , 138.5               , 10214.0            , 44.0                , 105695.0           , 1.98             , 3.93            , 1.16             , 3.96
SALYAN         , SALYAN         ,2023, 2079/80, Karnali Province      ,325.5,2808.11694335938,1300.40625, TM      , MA1            , CMe          ,1880.396,82.146,28.402,355.109524139346,0.128866752380664,2.90151587040756,168.980671749596,6.50132504769655, 479.0         , 17650.0      , 1031.0        , 13125.0      , 1275.0              , 53825.0            , 1205.0              , 28528.0            , 1.7              , 3.05            , 1.17             , 2.17
SANKHUWASABHA  , SANKHUWASABHA  ,2023, 2079/80, Koshi Province        ,250.0,8205.7626953125,2620.14794921875, TM      , MA2            , LPi          ,3470.433,87.281,27.582,398.825121157752,0.185700416343397,3.80773490414778,73.6742350267876,5.61906991000148, 13.0          , 12455.0      , 6666.0        , 715.0        , 16.0                , 31138.0            , 8666.0              , 1650.0             , 1.3              , 2.5             , 1.3              , 2.31
SAPTARI        , SAPTARI        ,2023, 2079/80, Madhesh Province      ,61.1346588134766,436.26171875,90.0238037109375, TH      , SC2            , RGd          ,1281.516,86.749,26.598,148.06213714943,0.0779959378314166,1.42416968473388,40.5059233241752,5.98521416981909, 59.0          , 6589.0       , 210.0         , 19400.0      , 59.0                , 23211.0            , 273.0               , 70500.0            , 1.0              , 3.52            , 1.3              , 3.63
SARLAHI        , SARLAHI        ,2023, 2079/80, Madhesh Province      ,67.5,694.423034667969,106.920471191406, TH      , SC2            , RGd          ,1263.618,85.568,26.986,169.119553936461,0.117072027288068,1.89570595754801,38.29483183666,6.68646757017644, 26.0          , 10205.0      , 835.0         , 23367.0      , 29.0                , 35831.0            , 1670.0              , 78279.0            , 1.12             , 3.51            , 2.0              , 3.35
SINDHULI       , SINDHULI       ,2023, 2079/80, Bagmati Province      ,132.0,2360.17016601562,648.122650146484, SV      , UF2            , CMg          ,2484.937,85.946,27.201,281.082031977321,0.112265382163962,2.63653583112347,64.8940609696022,5.87498102623433, 36.0          , 24924.0      , 12065.0       , 5083.0       , 58.0                , 81981.0            , 12371.0             , 13712.0            , 1.61             , 3.29            , 1.03             , 2.7
SINDHUPALCHOK  , SINDHUPALCHOK  ,2023, 2079/80, Bagmati Province      ,627.5,6741.48486328125,2240.38696289062, TM      , MA2            , CMu          ,2491.359,85.742,27.915,252.901880562627,0.164142701448149,3.29840492011591,48.8590104945705,5.74743952872731, 165.0         , 26298.0      , 17550.0       , 6898.0       , 155.0               , 78894.0            , 23693.0             , 11175.0            , 0.94             , 3.0             , 1.35             , 1.62
SIRAHA         , SIRAHA         ,2023, 2079/80, Madhesh Province      ,66.1186981201172,711.960205078125,106.20783996582, LV      , UF1            , CMg          ,1139.635,86.345,26.746,147.431112525522,0.0923899370857775,1.23714850424744,40.3012087168646,6.51857353889331, 10.0          , 3755.0       , 645.0         , 14230.0      , 12.0                , 14007.0            , 696.0               , 52800.0            , 1.2              , 3.73            , 1.08             , 3.71
SOLUKHUMBU     , SOLUKHUMBU     ,2023, 2079/80, Koshi Province        ,572.187255859375,8723.734375,4199.30297851562, TM      , MA2            , LPi          ,3354.998,86.723,27.71,464.994048785511,0.250034422181357,4.76855187048888,127.13538546226,5.29953872650607, 165.0         , 13770.0      , 2105.0        , 2665.0       , 178.0               , 33187.0            , 2800.0              , 5306.0             , 1.08             , 2.41            , 1.33             , 1.99
SUNSARI        , SUNSARI        ,2023, 2079/80, Koshi Province        ,62.5,1783.26843261719,91.5066986083984, SV      , UF2            , CMg          ,1192.082,87.173,26.65,168.060067495812,0.087669963221729,1.78891936899074,41.2430883540688,6.28370004291388, N/A           , 9674.0       , 457.0         , 12127.0      , N/A                 , 45701.0            , 562.0               , 41195.0            , N/A              , 4.72            , 1.23             , 3.4
SURKHET        , SURKHET        ,2023, 2079/80, Karnali Province      ,198.5,2713.39721679688,792.544799804688, TM      , MA1            , CMe          ,2486.202,81.588,28.641,381.785799519815,0.151245844332941,3.11244147073425,141.508321836535,6.83070319276825, 631.0         , 15252.0      , 1842.0        , 12192.0      , 998.0               , 46036.0            , 3002.0              , 35370.0            , 1.58             , 3.02            , 1.63             , 2.9
SYANGJA        , SYANGJA        ,2023, 2079/80, Gandaki Province      ,307.5,2257.06518554688,983.070220947266, TM      , MA1            , CMe          ,1037.965,83.805,28.021,211.833580021596,0.136571969525882,2.90977127066108,66.3478699415328,6.07573561968281, 6.0           , 20800.0      , 11075.0       , 4175.0       , 6.0                 , 68432.0            , 13622.0             , 12024.0            , 1.0              , 3.29            , 1.23             , 2.88
TANAHU         , TANAHU         ,2023, 2079/80, Gandaki Province      ,182.0,2115.46044921875,645.626586914062, TM      , MA1            , CMe          ,1572.372,84.253,27.955,226.831505724621,0.166124147717232,2.71716293439456,50.8254619261619,5.87343715357533, 4.0           , 19200.0      , 6105.0        , 1200.0       , 5.0                 , 62976.0            , 7021.0              , 3012.0             , 1.18             , 3.28            , 1.15             , 2.51
TAPLEJUNG      , TAPLEJUNG      ,2023, 2079/80, Koshi Province        ,495.5,8543.11328125,3778.78991699219, TM      , MA2            , LPi          ,3632.584,87.824,27.582,277.547029032904,0.107319136157988,3.67571148325673,120.788624163668,5.76367916603339, 266.0         , 11210.0      , 2966.0        , 1537.0       , 372.0               , 39908.0            , 4270.0              , 2875.0             , 1.4              , 3.56            , 1.44             , 1.87
TERHATHUM      , TERHATHUM      ,2023, 2079/80, Koshi Province        ,314.5,3009.18017578125,1394.34899902344, SV      , UF2            , CMg          ,670.592,87.552,27.154,301.62103337383,0.104251495127099,3.0688005653897,119.227259378819,6.14254417466116, 52.0          , 12907.0      , 2123.0        , 2399.0       , 61.0                , 30977.0            , 2548.0              , 4796.0             , 1.18             , 2.4             , 1.2              , 2.0
UDAYAPUR       , UDAYAPUR       ,2023, 2079/80, Koshi Province        ,75.8946075439453,2333.26196289062,425.963882446289, SV      , UF2            , CMg          ,2297.514,86.684,26.903,393.637565198524,0.127308461101252,2.64114980273531,96.2177494463199,6.10875011258569, 23.0          , 17842.0      , 2768.0        , 5130.0       , 40.0                , 43891.0            , 5453.0              , 12825.0            , 1.75             , 2.46            , 1.97             , 2.5
ACHHAM         , ACHHAM         ,2024, 2080/81, Sudurpashchim Province,326.0,3808.05981445312,1309.40710449219, TM      , MA2            , RGe          ,1700.448,81.299,29.112,340.802369515909,0.157029261043055,3.00074424062216,50.6899062359667,6.16690186329933, 391.0         , 5354.0       , 3402.0        , 10670.0      , 395.0               , 13171.0            , 4079.0              , 18993.0            , 1.01             , 2.46            , 1.2              , 1.78
ARGHAKHANCHI   , ARGHAKHANCHI   ,2024, 2080/81, Lumbini Province      ,184.144287109375,2259.11962890625,989.529876708984, TH      , SC2            , RGd          ,1239.185,83.081,27.908,326.970778707167,0.113508838927416,2.90825089048057,124.945358732945,6.3781995512863, 285.0         , 15200.0      , 490.0         , 4665.0       , 330.6               , 53677.0            , 596.0               , 13706.0            , 1.16             , 3.53            , 1.0              , 2.94
BAGLUNG        , BAGLUNG        ,2024, 2080/81, Gandaki Province      ,581.0,4640.00634765625,2237.62829589844, TM      , MA2            , LPi          ,1836.212,83.252,28.347,301.71833667512,0.137939779891388,2.87585215197176,162.636879612817,5.99541631943854, 95.0          , 15600.0      , 10300.0       , 6000.0       , 141.0               , 54600.0            , 13287.0             , 15082.0            , 1.48             , 3.5             , 1.29             , 2.51
BAITADI        , BAITADI        ,2024, 2080/81, Sudurpashchim Province,383.0,3062.84936523438,1600.75384521484, TM      , MA2            , RGe          ,1492.847,80.573,29.508,546.882015889854,0.102074697927388,4.26701608064358,111.017300274489,6.65541103098621, 687.0         , 8700.0       , 315.0         , 12350.0      , 586.0               , 24492.0            , 420.0               , 20378.0            , 0.85             , 2.82            , 1.33             , 1.65
BAJHANG        , BAJHANG        ,2024, 2080/81, Sudurpashchim Province,816.846618652344,6978.16748046875,3263.2109375, TM      , MA2            , LPi          ,3459.458,81.18,29.708,362.654876253919,0.245082961239427,4.79692400785621,43.4871587045748,6.37618445095215, 2440.0        , 4075.0       , 2250.0        , 9365.0       , 3050.0              , 10717.0            , 2903.0              , 20697.0            , 1.25             , 2.63            , 1.29             , 2.21
BAJURA         , BAJURA         ,2024, 2080/81, Sudurpashchim Province,716.6943359375,6740.23046875,2824.30493164062, TM      , MA2            , LPi          ,2298.212,81.565,29.561,420.803985473592,0.186727956908787,3.82257966722719,46.7148833740073,6.57536184498176, 1550.0        , 1120.0       , 2555.0        , 6430.0       , 1829.0              , 2800.0             , 3194.0              , 11896.0            , 1.18             , 2.5             , 1.25             , 1.85
BANKE          , BANKE          ,2024, 2080/81, Lumbini Province      ,128.293518066406,1228.09741210938,190.792510986328, TH      , SC2            , RGd          ,1880.856,81.824,28.087,226.092447656513,0.0984524809801277,1.80850183834179,137.272537912381,7.27620145407441, 5.0           , 8783.0       , N/A           , 21515.0      , 5.9                 , 32575.0            , N/A                 , 73090.0            , 1.32             , 3.71            , N/A              , 3.4
BARA           , BARA           ,2024, 2080/81, Madhesh Province      ,68.0,905.923034667969,114.3837890625, TH      , SC2            , RGd          ,1272.886,85.073,27.108,155.885986185727,0.103949104410351,2.06294401295367,46.9307805000198,6.82882429435896, 3.0           , 15050.0      , 5.0           , 30000.0      , 3.0                 , 90055.0            , 5.0                 , 90000.0            , 0.9              , 5.9             , 1.0              , 3.0
BARDIYA        , BARDIYA        ,2024, 2080/81, Lumbini Province      ,133.0,1577.2587890625,179.127197265625, LV      , UF1            , CMg          ,2001.342,81.403,28.384,239.769610604303,0.101674459195698,1.80130098294358,106.86149249042,7.33923232386757, 6.0           , 5530.0       , N/A           , 23335.0      , 7.9                 , 25198.0            , N/A                 , 86340.0            , 1.32             , 4.56            , N/A              , 3.7
BHAKTAPUR      , BHAKTAPUR      ,2024, 2080/81, Bagmati Province      ,1289.81018066406,2150.50927734375,1372.20666503906, TM      , MB1            , CMx          ,123.095,85.443,27.677,284.764700359283,0.145116330720101,3.03651011315786,172.980376357072,5.63727564669856, 15.0          , 1839.0       , 81.0          , 1872.0       , 47.0                , 9287.0             , 211.0               , 9678.0             , 3.1              , 5.05            , 2.6              , 5.17
BHOJPUR        , BHOJPUR        ,2024, 2080/81, Koshi Province        ,120.5,3980.7861328125,1292.92114257812, SV      , UF2            , CMg          ,1523.888,87.07,27.181,406.055410901516,0.149693801315416,3.35905832362685,129.665298614515,5.93582854815821, 8.0           , 32825.0      , 5052.0        , 390.0        , 9.6                 , 78780.0            , 7578.0              , 710.0              , 1.2              , 2.4             , 1.5              , 1.82
CHITAWAN       , CHITAWAN       ,2024, 2080/81, Bagmati Province      ,110.5,1912.556640625,256.998931884766, TM      , MA1            , CMe          ,2240.456,84.437,27.585,154.407093624932,0.112607889948666,3.59765543871444,105.287410468856,6.50294870521491, N/A           , 17110.0      , 1050.0        , 4711.0       , N/A                 , 68611.0            , 1208.0              , 15593.0            , N/A              , 4.01            , 1.15             , 3.31
DADELDHURA     , DADELDHURA     ,2024, 2080/81, Sudurpashchim Province,271.5,2662.40698242188,1260.76049804688, TM      , MA1            , CMe          ,1502.414,80.491,29.223,378.091885821295,0.13550564802019,3.14551280083613,84.1050897817896,6.43620955565288, 200.0         , 3800.0       , 335.0         , 7590.0       , 171.0               , 10000.0            , 569.0               , 16678.0            , 0.85             , 2.63            , 1.7              , 2.2
DAILEKH        , DAILEKH        ,2024, 2080/81, Karnali Province      ,559.5,4051.35693359375,1425.27124023438, TM      , MA2            , RGe          ,1484.311,81.681,28.881,341.749402410875,0.141763840157547,2.8254021574917,95.1133880595949,6.08103721497698, 181.0         , 19120.0      , 1950.0        , 13175.0      , 230.0               , 45310.0            , 2541.0              , 17274.0            , 1.27             , 2.37            , 1.3              , 1.31
DANG           , DANG           ,2024, 2080/81, Lumbini Province      ,186.617767333984,2058.49633789062,593.523529052734, TH      , SC2            , RGd          ,3059.26,82.404,27.969,463.999244524842,0.11398975386498,2.20078447336562,168.800181438686,6.93479637694548, 15.0          , 24985.0      , 14.0          , 11530.0      , 29.9                , 86475.0            , 19.0                , 35743.0            , 1.99             , 3.46            , 1.0              , 3.1
DARCHULA       , DARCHULA       ,2024, 2080/81, Sudurpashchim Province,530.582885742188,7068.1396484375,3508.10424804688, TM      , MA2            , LPi          ,2696.145,80.793,29.948,361.133637241026,0.224041434494121,4.90693167542509,64.8658877161033,6.85122113018199, 1018.0        , 5538.0       , 1215.0        , 5950.0       , 1212.0              , 15618.0            , 1531.0              , 11350.0            , 1.19             , 2.82            , 1.26             , 1.91
DHADING        , DHADING        ,2024, 2080/81, Bagmati Province      ,270.880767822266,6951.3525390625,1157.41882324219, TM      , MA2            , LPi          ,1907.158,84.962,27.954,189.95853097152,0.184161917520656,3.12927382404872,57.1033023585447,6.02225089043977, 215.0         , 19300.0      , 7350.0        , 3620.0       , 191.0               , 48250.0            , 6762.0              , 8145.0             , 0.89             , 2.5             , 0.92             , 2.25
DHANKUTA       , DHANKUTA       ,2024, 2080/81, Koshi Province        ,118.757606506348,2694.3544921875,1034.15002441406, SV      , UF2            , CMg          ,898.98,87.333,26.991,416.141671901754,0.132265571896405,3.02599695520061,104.261439764489,6.28033250308557, 2.3           , 13470.0      , 7230.0        , 1295.0       , 2.3                 , 45488.0            , 8242.0              , 2720.0             , 1.0              , 3.38            , 1.14             , 2.1
DHANUSHA       , DHANUSHA       ,2024, 2080/81, Madhesh Province      ,57.4233512878418,713.773010253906,98.2833023071289, TH      , SC2            , RGd          ,1188.969,86.036,26.828,117.777688154344,0.0735737234147109,1.16454522040253,35.5936244754015,6.31621295115148, 1.0           , 3350.0       , 310.0         , 33500.0      , 1.0                 , 9515.0             , 370.0               , 97150.0            , 1.0              , 2.84            , 1.19             , 2.9
DOLAKHA        , DOLAKHA        ,2024, 2080/81, Bagmati Province      ,593.790100097656,6900.5400390625,2693.76489257812, TM      , MA2            , LPi          ,2147.002,86.201,27.785,267.905931334118,0.176616451923932,3.37109601314696,83.1804857363801,5.55297184695014, 134.0         , 6171.0       , 3657.0        , 4242.0       , 162.0               , 22030.0            , 4864.0              , 7508.0             , 1.21             , 3.57            , 1.33             , 1.77
DOLPA          , DOLPA          ,2024, 2080/81, Karnali Province      ,1501.69506835938,7731.5078125,4793.42724609375, TM      , MA2            , LPi          ,7946.52,83.054,29.171,461.043211815638,0.228555651369432,4.42490712685912,145.386666210252,6.69125391514782, 325.0         , 2159.0       , 294.0         , 2225.0       , 312.0               , 3750.0             , 305.0               , 4165.0             , 0.96             , 1.74            , 1.04             , 1.83
DOTI           , DOTI           ,2024, 2080/81, Sudurpashchim Province,304.0,3279.84936523438,1442.28552246094, TM      , MA2            , RGe          ,2050.89,80.896,29.17,332.010178875298,0.145198797458341,2.95759711654838,68.0059784101824,6.34229682480316, 210.0         , 3650.0       , 4350.0        , 10300.0      , 181.0               , 10622.0            , 5264.0              , 21836.0            , 0.86             , 2.91            , 1.21             , 2.12
GORKHA         , GORKHA         ,2024, 2080/81, Gandaki Province      ,228.5,7983.09521484375,3185.54467773438, TM      , MA2            , LPi          ,3647.014,84.792,28.319,255.023310534875,0.277566787372248,3.01872690749044,53.80943504015,5.81304031705723, 110.0         , 18005.0      , 11200.0       , 2500.0       , 141.0               , 46815.0            , 13550.0             , 5925.0             , 1.28             , 2.6             , 1.21             , 2.37
GULMI          , GULMI          ,2024, 2080/81, Lumbini Province      ,459.5,2677.65112304688,1278.63439941406, TM      , MA1            , CMe          ,1108.282,83.309,28.094,256.489081123057,0.148138481468956,3.26498679985971,162.218243641452,6.41361821607527, 411.0         , 22418.0      , 2883.0        , 6370.0       , 542.5               , 77173.0            , 3690.0              , 19005.0            , 1.32             , 3.44            , 1.28             , 2.98
HUMLA          , HUMLA          ,2024, 2080/81, Karnali Province      ,1173.0,6997.869140625,4668.60034179688, TV      , UF1            , RGe          ,6008.728,81.882,30.032,271.595296756269,0.15275020661515,3.95251302206632,150.338657875784,7.07807836321831, 642.0         , 231.0        , 1062.0        , 1072.0       , 827.0               , 290.0              , 1125.0              , 1115.0             , 1.29             , 1.26            , 1.06             , 1.04
ILAM           , ILAM           ,2024, 2080/81, Koshi Province        ,115.0,3594.64208984375,1068.93518066406, TM      , MA2            , CMu          ,1685.818,87.904,26.881,379.664216725838,0.137195611548443,3.01750567665439,157.492232402046,6.04871962316365, 48.0          , 33002.0      , 1578.0        , 4520.0       , 53.76               , 129368.0           , 1894.0              , 11526.0            , 1.12             , 3.62            , 1.2              , 2.55
JAJARKOT       , JAJARKOT       ,2024, 2080/81, Karnali Province      ,607.0,5398.15869140625,2170.43347167969, TM      , MA2            , LPi          ,2222.519,82.17,28.865,431.388658320394,0.173539378601211,3.21414716599659,149.671178851275,6.4434617714514, 479.0         , 10250.0      , 1305.0        , 10410.0      , 685.0               , 33313.0            , 1581.0              , 25100.0            , 1.43             , 3.25            , 1.21             , 2.41
JHAPA          , JHAPA          ,2024, 2080/81, Koshi Province        ,59.761791229248,826.230651855469,102.456111907959, TM      , MA1            , CMe          ,1603.77,87.916,26.584,190.55327224687,0.104507366958155,2.38279226645097,51.1671486355456,5.60350384981523, 5.0           , 44350.0      , 800.0         , 3000.0       , 9.5                 , 260335.0           , 1032.0              , 7950.0             , 1.9              , 5.87            , 1.29             , 2.65
JUMLA          , JUMLA          ,2024, 2080/81, Karnali Province      ,2035.96752929688,6546.94140625,3439.25695800781, TM      , MA2            , LPi          ,2554.398,82.219,29.272,454.209681142738,0.187106771067978,3.87881310172361,51.9879852131891,6.00101599634949, 1935.0        , 4450.0       , 2750.0        , 2476.0       , 3515.0              , 10500.0            , 3875.0              , 5408.0             , 1.82             , 2.36            , 1.41             , 2.18
KAILALI        , KAILALI        ,2024, 2080/81, Sudurpashchim Province,138.0,1952.61047363281,210.908737182617, TM      , MA1            , CMe          ,3286.136,80.881,28.742,198.395355728067,0.102388554938699,1.91030792930229,66.6993388544533,7.34758909198902, 208.0         , 6054.0       , 100.0         , 34840.0      , 166.0               , 22460.0            , 121.0               , 123682.0           , 0.8              , 3.71            , 1.21             , 3.55
KALIKOT        , KALIKOT        ,2024, 2080/81, Karnali Province      ,728.16845703125,4458.55029296875,2772.01440429688, TM      , MA2            , RGe          ,1640.156,81.754,29.195,444.087151248562,0.164069342785738,3.36061834015338,45.1702075502736,6.52851296859501, 551.0         , 3550.0       , 1255.0        , 5596.0       , 975.0               , 8060.0             , 1365.0              , 11313.0            , 1.77             , 2.27            , 1.09             , 2.02
KANCHANPUR     , KANCHANPUR     ,2024, 2080/81, Sudurpashchim Province,159.152694702148,1505.19421386719,205.706359863281, LV      , UF1            , CMg          ,1618.111,80.323,28.862,131.272540609046,0.0896434820632919,1.77377424661822,34.5890023763427,7.30370091375685, 9.0           , 2950.0       , N/A           , 31115.0      , 7.0                 , 11859.0            , N/A                 , 106102.0           , 0.76             , 4.02            , N/A              , 3.41
KAPILBASTU     , KAPILBASTU     ,2024, 2080/81, Lumbini Province      ,88.7635269165039,1265.87573242188,116.869033813477, TH      , SC2            , RGd          ,1651.659,82.983,27.628,203.623103057436,0.100917059609816,1.89117043368294,64.6511899229649,7.24225859112583, 140.0         , 1390.0       , N/A           , 31735.0      , 216.0               , 5675.0             , N/A                 , 111072.0           , 1.54             , 4.08            , N/A              , 3.5
KASKI          , KASKI          ,2024, 2080/81, Gandaki Province      ,383.5,7879.4404296875,2135.43920898438, TM      , MA2            , LPi          ,2085.276,83.999,28.355,178.985725944854,0.15442640435205,3.1027342045444,72.053408605867,5.63889217427502, 5.0           , 12343.0      , 10152.0       , 6010.0       , 5.0                 , 36205.0            , 15228.0             , 14725.0            , 1.2              , 2.93            , 1.5              , 2.45
KATHMANDU      , KATHMANDU      ,2024, 2080/81, Bagmati Province      ,842.585571289062,2713.25439453125,1415.49719238281, TM      , MA1            , CMe          ,413.659,85.35,27.728,264.110593875468,0.15712586664956,3.18734821490731,103.441143050215,5.68077896464943, N/A           , 6315.0       , 599.0         , 2040.0       , N/A                 , 25323.0            , 629.0               , 9466.0             , N/A              , 4.01            , 1.05             , 4.64
KAVRE          , KAVRE          ,2024, 2080/81, Bagmati Province      ,280.526916503906,2921.60424804688,1358.27575683594, SV      , UF2            , CMg          ,1394.031,85.622,27.535,298.620999192077,0.152830672384332,3.18282895525467,89.9861738568235,5.99011701081785, 345.0         , 25448.0      , 3020.0        , 8250.0       , 338.0               , 92122.0            , 3896.0              , 23925.0            , 0.98             , 3.62            , 1.29             , 2.9
KHOTANG        , KHOTANG        ,2024, 2080/81, Koshi Province        ,161.5,3623.7294921875,1295.84375, SV      , UF2            , CMg          ,1589.458,86.789,27.168,570.506424330257,0.164639770228709,3.36871857330258,142.774027765281,6.11313324047924, 23.3          , 21814.0      , 13332.0       , 1494.0       , 31.28               , 39919.0            , 23598.0             , 2212.0             , 1.34             , 1.83            , 1.77             , 1.48
LALITPUR       , LALITPUR       ,2024, 2080/81, Bagmati Province      ,414.401641845703,2810.4365234375,1518.54248046875, TM      , MB1            , CMx          ,396.834,85.345,27.539,328.699357392353,0.170693859182162,3.60404062064105,97.8892885375356,5.90752661792669, 39.0          , 9158.0       , 518.0         , 2497.0       , 47.0                , 36815.0            , 544.0               , 9339.0             , 1.21             , 4.02            , 1.05             , 3.74
LAMJUNG        , LAMJUNG        ,2024, 2080/81, Gandaki Province      ,374.116546630859,7849.52392578125,1924.53607177734, TM      , MA2            , LPi          ,1663.107,84.432,28.289,166.638125907701,0.156077489873808,3.29657830796891,114.977490910563,5.76887646030865, 9.0           , 15570.0      , 7200.0        , 13.0         , 14.0                , 33631.0            , 8640.0              , 31.0               , 1.56             , 2.16            , 1.2              , 2.38
MAHOTTARI      , MAHOTTARI      ,2024, 2080/81, Madhesh Province      ,58.5692291259766,793.34814453125,102.198787689209, TH      , SC2            , RGd          ,1000.874,85.822,26.879,89.0523401931743,0.105505414448629,1.53681448264249,35.7023984353165,6.21434485707373, 8.0           , 5000.0       , 350.0         , 29100.0      , 14.0                , 22500.0            , 385.0               , 97951.0            , 1.8              , 4.5             , 1.0              , 3.37
MAKAWANPUR     , MAKAWANPUR     ,2024, 2080/81, Bagmati Province      ,139.0,2580.658203125,664.185089111328, TM      , MA1            , CMe          ,2443.827,85.081,27.47,248.747604545184,0.13183394525659,3.00095802938863,120.159976703518,5.78593868284733, N/A           , 19069.0      , 5550.0        , 1704.0       , N/A                 , 64072.0            , 7382.0              , 4976.0             , N/A              , 3.36            , 1.33             , 2.92
MANANG         , MANANG         ,2024, 2080/81, Gandaki Province      ,1477.93371582031,8034.90625,4928.43676757812, TM      , MA2            , LPi          ,2321.552,84.227,28.673,424.921603423183,0.325862603338019,4.32103379351421,141.003324216083,6.24244846556951, 50.0          , 135.0        , 2.0           , 110.0        , 102.0               , 267.0              , 2.0                 , 231.0              , 2.04             , 1.98            , 1.0              , 2.1
MORANG         , MORANG         ,2024, 2080/81, Koshi Province        ,57.9486808776855,2364.02392578125,105.974941253662, TM      , MA1            , CMe          ,1822.713,87.473,26.617,181.23714618601,0.0942170460435101,1.92586307621722,37.6410558182245,6.32608321795286, N/A           , 20452.0      , 1320.0        , 11960.0      , N/A                 , 141119.0           , 1637.0              , 35880.0            , N/A              , 6.9             , 1.24             , 3.0
MUGU           , MUGU           ,2024, 2080/81, Karnali Province      ,1094.0,6809.84716796875,3999.96142578125, TM      , MA2            , LPi          ,3233.739,82.372,29.618,263.380068569702,0.125506275252399,4.08698874927317,186.690619187985,7.09450580244332, 512.0         , 1222.0       , 2125.0        , 1757.0       , 910.0               , 2139.0             , 4196.0              , 3272.0             , 1.78             , 1.75            , 1.97             , 1.86
MUSTANG        , MUSTANG        ,2024, 2080/81, Gandaki Province      ,1770.47045898438,6987.1884765625,4730.4482421875, TM      , MA2            , LPi          ,3564.949,83.86,28.981,379.323829357573,0.215011607281011,4.07517509544559,155.788660422972,6.63328320750388, 44.0          , 41.0         , N/A           , 115.0        , 91.0                , 61.0               , N/A                 , 430.0              , 2.07             , 1.48            , N/A              , 3.73
MYAGDI         , MYAGDI         ,2024, 2080/81, Gandaki Province      ,776.0478515625,8116.4580078125,3171.29016113281, TM      , MA2            , LPi          ,2285.539,83.462,28.553,353.13606139049,0.173414576561193,3.68759349691876,214.482872536434,6.04501443362091, 250.0         , 9200.0       , 2450.0        , 2310.0       , 360.0               , 28520.0            , 3400.0              , 5336.0             , 1.44             , 3.1             , 1.39             , 2.31
NAWALPARASIEAST, NAWALPARASIEAST,2024, 2080/81, Gandaki Province      ,106.5,1893.65856933594,337.243438720703, TM      , MA1            , CMe          ,1426.415,84.064,27.687,171.301081827196,0.121214691114625,2.32493160430211,53.2872014070441,6.07211767656373, 138.0         , 4562.0       , 257.0         , 7028.0       , 172.0               , 13585.0            , 305.0               , 20240.0            , 1.25             , 2.98            , 1.19             , 2.88
NAWALPARASIWEST, NAWALPARASIWEST,2024, 2080/81, Lumbini Province      ,99.0,1166.69519042969,115.263748168945, TH      , SC2            , RGd          ,726.466,83.741,27.528,116.764238598711,0.0844409889655,1.64869655736131,44.392201661222,7.34831070223391, 9.0           , 3901.0       , 38.0          , 8595.0       , 10.7                , 15597.0            , 40.0                , 27246.0            , 1.19             , 4.0             , 1.04             , 3.17
NUWAKOT        , NUWAKOT        ,2024, 2080/81, Bagmati Province      ,412.0,5062.8427734375,1334.30712890625, TM      , MA2            , RGe          ,1193.274,85.238,27.915,225.217758376186,0.165817219876061,3.11697339822482,56.0506968669311,5.84125763226907, 153.0         , 16217.0      , 5114.0        , 4493.0       , 193.0               , 49462.0            , 7262.0              , 16040.0            , 1.26             , 3.05            , 1.42             , 3.57
OKHALDHUNGA    , OKHALDHUNGA    ,2024, 2080/81, Koshi Province        ,331.0,3433.61499023438,1487.54565429688, TM      , MA2            , CMu          ,1076.205,86.421,27.329,485.824933423802,0.181701865172169,3.66111232283744,119.537118790117,5.88399072874108, 80.0          , 12400.0      , 7751.0        , 2145.0       , 125.0               , 42160.0            , 12517.0             , 4076.0             , 1.56             , 3.4             , 1.61             , 1.9
